R	unus	uni/oun	拉丁语 unus（一，单独一个）；unio 指「一整个、独头的那颗」，罗马农人拿它称独头蒜，经古法语 oignon 进英语；uncia 是「十二分之一，一个小单位」，派出 ounce	one thing standing whole and alone / 单独一个，囫囵一整个	一根手指立在桌上，旁边空着，就这一个，再没有第二个	one, single	one	独一	domain-shape
R	laxare	lax/leas/lay	拉丁语 laxare（松开、放开），来自 laxus（松的、不紧的）；经古法语 laissier（撂下不管）与 relaier（放开新犬接替）一支进英语，relais 本指撂下没带走的那部分	to let the tight go slack / 把绷紧的一放，那股劲就退了	手里攥的绳子一寸寸往外送，绷起的那股劲慢慢没了	to loosen, let go	loosen	松开	domain-hold
R	salvus	saf/salv/salut	拉丁语 salvus（未受伤的、完好的），与 salus（属格 salutis：安好、健康）同支；salutare 是问一声安好，晚期拉丁语 salvare（使完好）经古法语 sauver 进英语	whole and unhurt, nothing lost / 囫囵完好，一点没伤没缺	大风过去，屋顶瓦一块没掉，人从门里走出来，身上干干净净	unharmed, whole	unharmed	完好无伤	domain-hold
R	insula	insul/isl/isol	拉丁语 insula（岛）；古法语 isle 进英语成 isle，意大利语 isolato（成了岛的）派出 isolate，paene（几乎）加 insula 指几乎成岛的那块地	land cut off by water all round / 四面是水，跟别处断开的一块地	一块地四周全是水，船撑走了，剩下的人再没有路通到对岸	island	island	四面隔水	domain-shape
R	poena	pain/pen/pun	拉丁语 poena（罚、赔命的那笔账），借自希腊语 poinē（血债、赎金）；poenalis 派出 penalty，punire（施罚）经古法语 punir 进英语	the price exacted for a wrong / 做错事被讨回去的那笔账	打碎了别人的东西，被人按住不许走，非得赔上一笔才放行	penalty, punishment	penalty	受罚之苦	domain-force
R	idein	ide/idea/ideo	希腊语 idein（看见），名词 idea 本指看见时现出的那个形相；柏拉图拿它指事物背后那个完好的样子，故 idealis 是合于那个样子的	the form a thing shows when seen / 一样东西被看见时现出的那个形	眼睛一扫，那个形状先落进心里，东西搬走了，形状还在	to see, the form seen	form	所见之形	domain-perceive
W	onion	noun	/ˈʌnjən/	unus	unus（一）→ unio（独头的一整个）→ 一层层裹成的那一颗	古法语 oignon ← 拉丁语 unio（属格 unionis：一整个、独头的那颗），罗马农人拿它称独头蒜	a round vegetable with many layers and a strong smell	一层裹一层的球，刀切下去眼睛就开始发酸流泪	洋葱/葱头	She chopped an onion for the soup.|Fry the onions until soft.	a bulb grown as one layered ball – 一层层裹成一个球的那种根菜	洋葱：一层层裹成一整颗、辣眼睛的那种菜|葱头：同一样东西，说的是它圆鼓鼓的那颗	
W	relish	noun / verb	/ˈrelɪʃ/	laxare	laxare（放开）→ relaisser（撂下不带走）→ 咽下之后撂在嘴里的那一点	古法语 reles（残留的那点味）← relaisser（撂下、留下）← 拉丁语 relaxare ← laxare（松开）	great enjoyment of something, or a spicy sauce eaten with food	咽下去之后嘴里还留着一股，人闭着眼又回想了一遍	滋味/享受/佐料	He ate with obvious relish.|She relished the quiet evening.	what stays behind after the mouthful – 一口咽下去之后留在嘴里的那点	滋味：吃过之后留在嘴里的那股味|享受：把那点留下的味细细尝，引申为乐在其中|佐料：拌在菜里专为出那股味的酱	
W	safe	adjective / noun	/seɪf/	salvus	salvus（完好）→ 古法语 sauf → 没伤着、也碰不着的状态	古法语 sauf ← 拉丁语 salvus（未受伤的、完好的）	not in danger and not hurt; a strong box for valuables	孩子从街上跑进院里，母亲把门闩上，外头的车声就隔在门外	安全的/平安的/保险箱	The children are safe at home.|He locked the papers in a safe.	whole, and out of harm's reach – 囫囵着，且伤不着	安全的：处在伤害到不了的地方|平安的：走过一段险处而人没损，多说结果|保险箱：厚铁做的柜，让里头的东西也处在伤害之外	
W	safety	noun	/ˈseɪfti/	salvus	salvus（完好）→ salvitas（完好的状态）→ 不会伤着的那个状态	古法语 sauveté ← 中世纪拉丁语 salvitas ← salvus（完好的）	the state of being free from danger or harm	工人下井前先把绳扣在腰上，扣好才敢往下踩	安全/平安/保险装置	Check the safety of the ladder.|They worried about her safety.	the condition of nothing being able to hurt you – 伤害碰不到你的那个状态	安全：不会受伤、不会出事的那个状态|平安：人事过后没损没伤，偏说结果|保险装置：机器上专防出事的那个部件	
W	salute	verb / noun	/səˈluːt/	salvus	salvus（完好）→ salus（安好）→ salutare（问一声安好）→ 抬手道一声安好	拉丁语 salutare（问候、致敬）← salus（属格 salutis：安好、健康），与 salvus（完好的）同支	to greet someone with a formal gesture of respect	士兵右手一抬贴到帽檐，脚跟并拢，眼睛直看着对面	敬礼/致敬/问候	The soldiers saluted the flag.|He raised his glass in salute.	to wish another's wholeness aloud – 当面道一声你安好	敬礼：抬手贴帽檐那套规定动作|致敬：用动作或话把看重之意表出来|问候：见面时道一声安好	
W	salvation	noun	/sælˈveɪʃn/	salvus	salvus（完好）→ salvare（使完好）→ salvatio（救回这件事）→ 从毁里被拉回完好	古法语 salvacion ← 晚期拉丁语 salvatio（拯救）← salvare（使完好）← salvus（完好的）	the act of being saved from harm, ruin, or sin	船斜得快翻了，上头抛下一条绳，人抓住被一寸寸拉上去	救赎/拯救/救星	They prayed quietly for salvation.|That loan was our salvation.	being pulled back from ruin into wholeness – 从要毁的地方被拉回到完好	救赎：宗教里灵魂从罪里被救回|拯救：从要毁的境地把人或物拉回来|救星：把人拉回来的那个人或那件事	
W	save	verb	/seɪv/	salvus	salvus（完好）→ salvare（使完好）→ 使它保住不损	古法语 sauver ← 晚期拉丁语 salvare（使完好、使不失）← salvus（完好的）	to keep someone or something from harm or loss	他一手把人从水里拽上岸，另一只手还攥着那袋没花掉的钱	救/储存/节省	He saved the boy from drowning.|She saves half her wages.	to keep it whole instead of losing it – 让它保住，别损掉	救：把人或物从要毁的地方拉出来|储存：把东西留住不动，日后还在|节省：本要花掉的没花，留了下来	
W	insulate	verb	/ˈɪnsjuleɪt/	insula	insula（岛）→ insulatus（做成岛的）→ 四周围断，什么也过不去	拉丁语 insulatus（做成岛的）← insula（岛）	to cover something so heat, sound, or electricity cannot pass	电线外面裹一层胶皮，手按上去一点也不打手	隔绝/绝缘/保温	They insulated the roof last winter.|Rubber insulates the copper wire.	to ring it round so nothing crosses – 四周围死，什么都过不来	隔绝：四周围住，让外头的东西过不来|绝缘：围的是电，让电流走不出去|保温：围的是热，让热跑不掉	
W	isle	noun	/aɪl/	insula	insula（岛）→ 古法语 isle → 水里那一小块地	古法语 isle ← 拉丁语 insula（岛）；英语拼写里那个 s 是后人照拉丁词形补回去的	a small island, used mostly in names and poems	一小块地浮在水面上，走一圈用不了几分钟	小岛/岛	They sailed to a rocky isle.|The isle lies off the coast.	a little patch of land ringed by water – 被水围住的一小块地	小岛：面积不大、四面是水的那块地|岛：同一样东西，多见于地名与诗里的旧称	
W	isolate	verb	/ˈaɪsəleɪt/	insula	insula（岛）→ 意大利语 isolato（成了岛的）→ 把它弄成四面不连的一块	意大利语 isolato（成了岛的、孤立的）← 拉丁语 insula（岛），经法语 isolé 进英语	to keep someone or something apart from others	病人被推进单独一间，门关上，外头的人只在玻璃后头看	隔离/孤立/分离出	They isolated the sick birds.|Scientists isolated the new virus.	to make it an island, joined to nothing – 弄成一座岛，跟谁都不连	隔离：把人或物单独关开，不让接触|孤立：让它跟周围断了往来，独自一个|分离出：从混在一起的东西里把那一样单挑出来	
W	peninsula	noun	/pəˈnɪnsjʊlə/	insula	paene（几乎）+ insula（岛）→ 差一点就成岛的那块地	拉丁语 paeninsula ← paene（几乎）+ insula（岛）	a piece of land almost surrounded by water	一条地从岸上伸进海里，三面是水，只剩根上一截连着	半岛	They drove down the peninsula.|The peninsula juts into the sea.	land that fell just short of being an island – 差一点就断成岛的那块地		
W	pain	noun / verb	/peɪn/	poena	poena（罚、要赔的那笔账）→ 古法语 peine（受的那份罪）→ 身上或心里那一下难受	古法语 peine（刑罚、苦）← 拉丁语 poena（罚、赔命的那笔账）	an unpleasant feeling in the body or mind	他弯下腰去，手按在膝盖上，牙关咬着不出声	疼痛/痛苦/使痛苦	She felt a sharp pain in her side.|It pained him to say no.	what the body is made to pay – 身上被讨去的那一笔	疼痛：身上某处传来的那股难受|痛苦：同一股难受落在心里|使痛苦：让人心里受这股难受	
W	painful	adjective	/ˈpeɪnfl/	poena	pain（poena 罚出来的那点难受）+ -ful（满是）→ 满是那股难受	pain（苦）＋ -ful（满是……的）合成，中古英语造词 ← 拉丁语 poena（罚）	causing pain in the body or distress in the mind	伤口一挨到水就往回缩，整条胳膊跟着一抖，脸也皱起来	疼的/痛苦的/令人难受的	The injection was quite painful.|It was a painful decision.	full of what hurts – 满是让人难受的那股	疼的：身上一碰就难受|痛苦的：心里那份难受，如做不下的决定|令人难受的：让旁人看着也不好受	
W	penalty	noun	/ˈpenlti/	poena	poena（罚）→ poenalis（关于罚的）→ 判下来要付的那一笔	中世纪拉丁语 poenalitas ← 拉丁语 poenalis（关于罚的）← poena（罚）	a punishment for breaking a rule or law	哨子一响，裁判指着球门前那个点，全场人都退到线外	处罚/罚款/罚球	The penalty for late payment is steep.|He scored from the penalty.	the price set for breaking a rule – 犯了规就得付的那笔	处罚：违规之后加在身上的那一下|罚款：那一下算成钱|罚球：球场上判给对方的那一脚或一投	
W	punish	verb	/ˈpʌnɪʃ/	poena	poena（罚）→ punire（施罚）→ 照那笔账讨回来	古法语 punir ← 拉丁语 punire（惩罚）← poena（罚）	to make someone suffer for doing something wrong	打碎玻璃的孩子被叫到墙角站着，一晚上不许出门	惩罚/处罚/重创	The school punished him for cheating.|They were punished quite harshly.	to collect the price for a wrong – 把做错事那笔账讨回来	惩罚：因做错事而让人吃苦头|处罚：按规矩定下的那种惩罚|重创：打得很惨，多用于比赛或战事	
W	dedicate	verb	/ˈdedɪkeɪt/	dict	de-（郑重地）+ dic（dicare 宣告）→ 当众说明这一样归谁	拉丁语 dedicare（宣告归属、献出）的过去分词 dedicatus ← de-（郑重）+ dicare（宣示归于）	to give your time or work to something, or to name a work in someone's honour	新桥落成，桥头牌子上刻着一个人的名字，从此这桥就算他的	奉献/致献/题献	She dedicated her life to teaching.|The book is dedicated to his mother.	to say aloud whose this is – 当众说出这归谁	奉献：把时间精力全交给某事|致献：正式宣告某物归于某人或某事|题献：在书上写明这本给谁	
W	index	noun	/ˈɪndeks/	dict	in-（朝着）+ dic（dicare 指明说出）→ 指给你看在哪儿的那样东西	拉丁语 index（属格 indicis：指示者、食指）← indicare（指出）← in-（朝）+ dicare（宣示）	an alphabetical list at the back of a book, or a number showing change	翻到书最后几页，词一条条排着，后面跟着页码	索引/指数/目录	Look it up in the index.|The price index rose again.	the finger that points to where it is – 那根指着东西在哪儿的手指	索引：书后按字母排的条目，指到页码|指数：一个数，指出物价或水平的高低变动|目录：列出内容在哪一处的那张表	
W	indicate	verb	/ˈɪndɪkeɪt/	dict	in-（朝着）+ dicare（宣示）→ 朝那一处点明，让人看见	拉丁语 indicare（指出、宣示）的过去分词 indicatus ← in-（朝）+ dicare（宣示）	to show, point out, or make something clear	他没说话，抬手往门那边一指，屋里人都跟着看过去	表明/指出/示意	The sign indicates the way out.|Her face indicated real surprise.	to point at it so others see – 朝那处一指，让人看见	表明：把情况摆明，让人知道|指出：把某一点单挑出来说|示意：不说话，用动作让人看懂	
W	idea	noun	/aɪˈdɪə/	idein	idein（看见）→ idea（看见时现出的那个形）→ 心里现出的那个形	拉丁语 idea ← 希腊语 idea（形相、样子）← idein（看见）	a thought or plan that forms in the mind	洗澡时忽然停住，手上还举着毛巾，眼睛看着一处不动	想法/主意/概念	She had a better idea.|The idea came to him suddenly.	the shape that forms in the mind – 心里现出来的那个形	想法：心里冒出来的那一个念头|主意：那个念头指向该怎么做|概念：把一类东西归成的那个形，如时间的概念	
W	ideal	adjective / noun	/aɪˈdɪəl/	idein	idea（心里那个形）+ -al（合于……的）→ 合于心里那个形的	晚期拉丁语 idealis（只存于形相的）← 希腊语 idea（形相）← idein（看见）	best possible, exactly what is wanted; a standard one aims at	图纸上画的那间屋，尺寸角度处处对得上，盖出来的总差一点	理想的/完美的/理想	This is the ideal spot for camping.|She fell short of her ideal.	matching the shape held in mind – 跟心里那个形一模一样	理想的：正好合上心里所要的那个样子|完美的：一点不差，挑不出短处|理想：心里立着的那个样子，用来当准头	
W	ideology	noun	/ˌaɪdiˈɒlədʒi/	idein	idea（观念）+ -logy（一套条理）→ 一套成系统的观念	法语 idéologie ← 希腊语 idea（形相、观念）+ -logia（学说）	a set of beliefs held by a group, especially in politics	墙上刷着几行口号，屋里人说话都从那几行里挑词	意识形态/思想体系	The party changed its ideology.|He rejected that whole ideology.	ideas built into one system – 观念搭成的一整套	意识形态：一群人共守的那套政治观念|思想体系：同一套观念，说的是它自成条理的结构	
W	pace	noun / verb	/peɪs/	passare	passare（迈步、经过）→ pas（跨出的一段）→ 跨出的那一步，以及跨得多快	古法语 pas（步子）← 拉丁语 pandere（张开）的过去分词，本指两腿张开跨出的那一段	the speed of walking or doing something; a single step	队伍走得又快又匀，后面的人得小跑才跟得上	步速/一步/踱步	He walked at a steady pace.|She paced the room all night.	how far one stride goes and how fast they come – 一步跨多远、跟得多密	步速：单位时间里跨出多少步，引申为做事快慢|一步：跨出去那一段距离|踱步：来回跨来跨去，多因心里不安	
W	passenger	noun	/ˈpæsɪndʒə/	passare	passare（经过）→ passage（通行）→ passagier（过路的那个人）	古法语 passagier（过路的人）← passage（通行）← 晚期拉丁语 passare（经过）	a person travelling in a vehicle but not driving it	有人握着票靠窗坐着，窗外的景一直往后退，手不碰方向盘	乘客/旅客	The bus carried forty passengers.|Passengers must show their tickets.	one carried through, not steering – 被载着过去、不掌方向的那个人	乘客：坐在车船飞机上被载着走的人|旅客：同一个人，说的是他在旅途上这层身份	
W	passport	noun	/ˈpɑːspɔːt/	passare	passare（通过）+ port（港口、城门）→ 准你过关口的那份凭据	法语 passeport ← passer（通过，← 晚期拉丁语 passare）+ port（港口、城门）	an official document allowing you to travel to other countries	关口前伸手递过一个小本，对方翻开比着脸看，盖个章又推回来	护照/通行凭证	She renewed her passport last month.|He lost his passport abroad.	leave to pass through the gate – 准许你从这道门过去	护照：出入国境用的那本官方证件|通行凭证：泛指凭它就能过去的东西，如通往成功的敲门砖	
W	potential	noun / adjective	/pəˈtenʃl/	posse	posse（能够）→ potentia（能力）→ potentialis（有那个能而未显出来）	晚期拉丁语 potentialis（有能力的）← potentia（能力）← potens（有力的）← posse（能够）	a quality that exists but has not yet been developed or shown	一粒种子攥在手里，看不出什么，埋下去几年后是一棵树	潜力/可能的/潜在的	The boy has real potential.|They discussed several potential buyers.	the power a thing has but has not shown – 有那个能，只是还没显出来	潜力：现在还没使出来、日后能使出来的那股能|可能的：还没成真但能成真的|潜在的：已经在那儿、只是没露头的	
W	power	noun	/ˈpaʊə/	posse	posse（能够）→ 通俗拉丁语 potere（能）→ 能把事做成的那股劲	盎格鲁法语 pouair ← 通俗拉丁语 potere（能够）← 拉丁语 posse（能够）/ potis（有力的）	the ability to do something or control others; energy that runs machines	闸一推上去，整条街的灯同时亮了	力量/权力/电力	She has the power to decide.|The storm cut off our power.	what makes doing possible – 让事情做得成的那样东西	力量：能把事做成的那股劲|权力：那股劲落在管人管事上|电力：那股劲落在机器上，推着它转	
W	powerful	adjective	/ˈpaʊəfl/	posse	power（posse 能成事的那股劲）+ -ful（满是）→ 满是那股能成事的劲	power（力）＋ -ful（满是……的）合成 ← 通俗拉丁语 potere ← 拉丁语 posse（能够）	having great strength, influence, or effect	机器压下来，钢板陷进去一寸，旁边的人往后退了半步	强大的/有力的/有影响的	The engine is very powerful.|He made a powerful speech.	full of what gets things done – 满是能把事做成的那股	强大的：本身劲头很足|有力的：那股劲使出来看得见效果|有影响的：那股劲落在人身上，说话有人听	
W	farm	noun / verb	/fɑːm/	firmare	firmare（使固定）→ firma（讲定的固定租额）→ 按固定租金签下的那片地	古法语 ferme（租约、按定额租下的地）← 中世纪拉丁语 firma（固定租额）← 拉丁语 firmare（使固定）	an area of land used for growing crops or keeping animals	一片圈起来的地，牲口棚挨着谷仓，边上插着界桩	农场/农田/养殖场	They bought a small farm.|He farms two hundred acres.	land held at a fixed rent – 按讲定的固定租额领下的那片地	农场：连着屋舍牲口、成一份产业的那片地|农田：那片地里种庄稼的部分|养殖场：同一份地专用来养禽畜鱼虾的	
W	farmer	noun	/ˈfɑːmə/	firmare	firmare（使固定）→ firma（固定租额）→ firmarius（按定额租地耕作的那个人）	古法语 fermier ← 中世纪拉丁语 firmarius（按定额租地的人）← firma ← firmare（使固定）	a person who owns or works on land growing crops or raising animals	天没亮就出门，胶靴上一层泥，手背晒得比袖子里深一截	农民/农场主	The farmer sold his wheat cheaply.|Farmers here depend on rain.	the one working land held at fixed rent – 按定额领下那片地来做活的人	农民：以耕种养畜为生的人|农场主：同一行里拥有那片地的那个人	
W	melody	noun	/ˈmelədi/			古法语 melodie ← 晚期拉丁语 melodia ← 希腊语 melōidia（歌唱）← melos（曲调）+ aoidē（歌）	a series of musical notes that make a pleasing tune	那几个音一路上去又落回来，听过一遍就能哼出来	旋律/曲调	The melody stayed in my head.|She hummed a simple melody.	notes strung in an order the ear follows – 音一个接一个排成耳朵跟得上的次序	旋律：高低起伏连成的那条线，能哼出来|曲调：同一条线，说的是它整支的样子	
W	tragedy	noun	/ˈtrædʒədi/			古法语 tragedie ← 拉丁语 tragoedia ← 希腊语 tragōidia ← tragos（山羊）+ aoidē（歌），本指祭仪上披羊皮合唱的那种戏	a serious play with a sad ending, or a very sad event	台上人一步步走向那个结局，台下都看出来了，谁也拦不住	悲剧/惨事	The play is a Greek tragedy.|The fire was a real tragedy.	a story walking straight into ruin – 一路直走进毁灭的那种戏	悲剧：结局败落的那种正剧|惨事：现实里那样的事，死伤或大损	
