water	中古英语 water ← 古英语 wæter ← 原始日耳曼语 *watōr ← 原始印欧语 *wódr̥（水）	the clear liquid that falls as rain and fills seas	水/浇水	Pour the water into a jug.|She waters the plants each morning.	the clear liquid all living things need to drink – 一切生物都要喝的那种透明液体	水：那种液体本身|浇水：把它施到植物根上这个动作			noun / verb
waterfall	中古英语 waterfal ← 古英语 wæterġefeall，即 water ＋ fall	a place where a river drops over a steep edge	瀑布	The waterfall can be heard from the path.|Mist rose from the foot of the waterfall.	a river dropping straight over a steep edge – 河水从陡边直落下去				
waterproof	由 water ＋ -proof（防…的）构成；proof 一支 ← 古法语 prueve ← 晚期拉丁语 proba（检验）	not letting water pass through	防水的/不透水的	She wore a waterproof jacket.|The seal keeps the case waterproof.	made so that water cannot get through – 做得让水过不去	防水的：能挡住水，不被浸透|不透水的：材料本身不让水通过			
watt	以苏格兰工程师 James Watt 之名命名	the unit used to measure electrical power	瓦特/瓦	The bulb uses only nine watts.|A kettle draws about two thousand watts.	the unit that measures how fast energy is used – 计量能量消耗快慢的那个单位	瓦特：这个单位的全称|瓦：日常与标注中的简称			
wave	中古英语 waven ← 古英语 wafian（摆动、挥）← 原始日耳曼语 *wabōną（摇、荡）← 原始印欧语 *webʰ-（来回动）	to move the hand to and fro, or a ridge of moving water	挥手/波浪/起伏	She waved from the far platform.|Waves broke over the sea wall.	something moving to and fro, rising and falling as it goes – 一件东西来回摆动，边走边起落	挥手：手来回摆动作招呼|波浪：水面成排起落的那些峰|起伏：把这种一起一落用到别的事物上			noun / verb
wax	中古英语 wax ← 古英语 weax ← 原始日耳曼语 *wahsą，或出自原始印欧语 *woḱ-so-	a soft solid substance that melts easily, used in candles	蜡/打蜡	The candle is made of beeswax.|He waxed the floor until it shone.	a soft solid that turns to liquid with a little heat – 稍一加热就化成液体的软固体	蜡：那种物质本身|打蜡：把它涂到表面上这个动作			noun / verb
way	中古英语 wey ← 古英语 weġ（路）← 原始日耳曼语 *wegaz ← 原始印欧语 *weǵʰ-（走、运）	a route from one place to another, or a manner of doing something	路/方法/做法	Ask someone the way to the station.|There must be a better way to do this.	the line one follows to get somewhere or get something done – 到某处或办成某事所循的那条线	路：从此处通往彼处的路线|方法：办成一件事所循的路子|做法：具体怎么办的那一套			
weak	中古英语 waik，借自古诺尔斯语 veikr（弱的）← 原始日耳曼语 *waikwaz（易弯的、屈从的）← 原始印欧语 *weyg-（弯、转）	lacking strength, or easily broken	弱的/不结实的/淡的	He felt weak after the illness.|This tea is far too weak.	giving way instead of holding – 一受力就让开，而不是撑住	弱的：力气或程度不足|不结实的：受力就坏|淡的：所含成分少，作用不强			
wealth	中古英语 welth ← 古英语 *welþu ← 原始西日耳曼语 *waliþu；或为 wele（安康、富足）受 helth、derth 一类 -th 词影响而成 ← 原始印欧语 *wel-（好）	a large amount of money and possessions	财富/丰厚	The family's wealth came from shipping.|A wealth of detail fills the report.	holdings large enough that one need not want – 家底厚到不必缺什么	财富：所拥有的钱与财产|丰厚：把这份多用到别的事物上，指数量可观			
wealthy	中古英语 welthy，即 wealth ＋ 形容词后缀 -y	having a great deal of money	富有的/富裕的	A wealthy buyer took the whole lot.|The district is noticeably wealthy.	holding far more than is needed to live – 手里的远超过生活所需	富有的：钱财多|富裕的：生活宽裕，多形容地区或家庭			
weapon	中古英语 wepen ← 古英语 wǣpn ← 原始日耳曼语 *wēpną（兵器），更早词源不明	a thing made or used for fighting	武器/兵器	Police found no weapon at the scene.|Words became her only weapon.	a thing taken up in order to strike or defend – 拿起来用于攻或守的那件东西	武器：用于攻防的器械|兵器：偏指冷兵器那一类			
wear	中古英语 weren ← 古英语 werian（穿、覆）← 原始日耳曼语 *wazjaną（穿衣）← 原始印欧语 *wes-（着装）；与拉丁语 vestis 同源	to have clothes on the body, or to become thinner from use	穿着/戴/耗损	She wore a grey coat.|The steps have worn smooth over the years.	having something on the body, or being rubbed thin by use – 把东西着在身上，或因反复使用而变薄	穿着：衣服着在身上|戴：帽子首饰之类着在身上|耗损：长期摩擦使表面变薄			
weary	中古英语 wery ← 古英语 wēriġ（疲乏的）← 原始西日耳曼语 *wōrīg	very tired, or tired of something	疲惫的/厌倦的	They arrived weary and hungry.|She grew weary of his excuses.	worn down until neither body nor patience is left – 耗到体力与耐性都不剩	疲惫的：体力耗尽|厌倦的：耐性耗尽，不想再听再做			
weather	中古英语 weder ← 古英语 weder ← 原始日耳曼语 *wedrą ← 原始印欧语 *h₂weh₁-（吹）	the state of the air at a place and time	天气/天候	The weather turned cold overnight.|Bad weather delayed the flight.	how the air is behaving at a place just now – 某地此刻空气的状况	天气：眼下的冷暖晴雨|天候：一段时期内的气候状况			
weave	中古英语 weven ← 古英语 wefan（织）← 原始西日耳曼语 *weban ← 原始日耳曼语 *webaną ← 原始印欧语 *webʰ-（编、织）	to make cloth by crossing threads over and under	织/编/穿行	She weaves cloth on a hand loom.|He wove between the parked cars.	crossing strands over and under until they hold together – 让线一上一下交叉，直到彼此扣住	织：用织机把线交织成布|编：用条状物交叉成器|穿行：在障碍间左右绕过，路线像织线一样交错			
web	中古英语 web ← 古英语 webb ← 原始日耳曼语 *wabją（织物、网）← *webaną（织）← 原始印欧语 *webʰ-（编、织）	a net of fine threads made by a spider, or a system of connected things	蛛网/网状物/网络	A spider's web hung across the gate.|The city has a web of narrow lanes.	fine strands crossing to form a connected net – 细丝交叉成一张彼此相连的网	蛛网：蜘蛛吐丝结成的那张网|网状物：形状类似的那种交错结构|网络：互相连通的整套系统			
wedding	中古英语 wedding ← 古英语 weddung（订婚、成婚），即 wed ＋ -ing；wed 一支 ← 古英语 weddian（立誓、许配）	the ceremony at which two people marry	婚礼/结婚典礼	Their wedding took place in June.|She wore her mother's wedding dress.	the ceremony in which two people pledge to each other – 两人彼此立誓的那场仪式	婚礼：举行的那场仪式|结婚典礼：同一场仪式，说得更正式			
wedge	中古英语 wegge ← 古英语 weċġ（楔）← 原始西日耳曼语 *wagi ← 原始日耳曼语 *wagjaz	a piece of wood or metal thick at one end and thin at the other	楔子/楔入	He drove a wedge into the crack.|A car was wedged between two vans.	a shape thick at one end that forces things apart as it goes in – 一头厚一头薄，插进去就把东西撑开	楔子：那件一头厚一头薄的物件|楔入：把它插进去挤紧这个动作			noun / verb
weed	中古英语 weed ← 古英语 wēod（野草）← 原始西日耳曼语 *weud	a wild plant growing where it is not wanted	野草/除草	Weeds had taken over the beds.|He spent the morning weeding.	a plant growing where nobody planted it – 没人种它，它却长在那里	野草：不请自来的那些草|除草：把它们拔掉这个动作			noun / verb
week	中古英语 wyke ← 古英语 wice ← 原始日耳曼语 *wikǭ（序列、周）← 原始印欧语 *weyk-（弯、转）；与 weak 同支，本义指循环往复	a period of seven days	周/星期	He will be away for a week.|We meet twice a week.	a run of seven days that repeats – 七天一轮、循环往复的那一段	周：七天为一轮的那个单位|星期：同义，日常口语多用			
