steak	中古英语 steike ← 古诺尔斯语 steik（烤肉，指串在棍上烤的那块）	a thick flat piece of meat or fish cut for grilling or frying	牛排/肉排	He ordered his steak rare.|Grill the steaks for four minutes each side.	a thick slab of meat cut to go on the fire – 切得厚、专拿去上火的一块肉	牛排：这种切法最常用于牛肉|肉排：同样切法用在别的肉上			
steal	中古英语 stelen ← 古英语 stelan（偷）← 原始日耳曼语 *stelaną（偷）；哥特语 stilan 与之同族	to take something that belongs to another without permission	偷/窃取/暗中做	Someone stole my bicycle from the yard.|He stole a glance at the clock.	to take what is not yours while unseen – 趁人不见，把不属于自己的拿走	偷：擅自取走他人之物|窃取：取的多是无形之物，如资料或名声|暗中做：只取「不让人看见」这一面，如悄悄溜走			
steam	中古英语 steem ← 古英语 stēam（蒸汽、热气）← 原始日耳曼语 *staumaz（汽、气）← 原始印欧语 *dʰewh₂-（腾起、冒烟）	the hot gas that water turns into when it boils	蒸汽/水汽/蒸	Steam rose from the boiling kettle.|The mirror was covered in steam.	water turned by heat into hot gas – 水受热化成的热气	蒸汽：水沸后化成的气|水汽：同是水化的气，更淡，可见为白雾|蒸：用这种热气把食物做熟这个做法			
steamer	由 steam ＋ -er 构成；steam 一支 ← 古英语 stēam（蒸汽）← 原始日耳曼语 *staumaz（汽）	a ship driven by steam power, or a pot that cooks food over boiling water	汽船/蒸锅/蒸笼	The old steamer crossed the lake twice daily.|Cook the fish in a bamboo steamer.	a thing that runs on steam or cooks by it – 靠蒸汽跑，或靠蒸汽把东西做熟	汽船：以蒸汽机为动力的船|蒸锅：靠水沸后的气把食物做熟的锅|蒸笼：同样靠气加热，只是编成一层层的笼			
steel	中古英语 stele ← 古英语 stīele ← 原始西日耳曼语 *stahlī（钢制之物）← 原始印欧语 *stak-（立定、坚固）	a hard strong metal made from iron mixed with carbon	钢/钢铁/使坚强	The bridge is built of steel and concrete.|He steeled himself for bad news.	iron worked hard enough to carry a great load – 把铁炼到能承重的硬度	钢：铁加碳炼硬后的那种金属|钢铁：连着铁一起说的通称，多用于工业|使坚强：把「炼硬」这层用到人心上			
steep	中古英语 steep ← 古英语 stēap（高的）← 原始日耳曼语 *staupaz ← 原始印欧语 *(s)tewp-（顶起、戳出）；「昂贵」义 1856 年始见于美国英语	rising or falling sharply rather than gradually	陡的/急剧的/过高的	The path grew steep near the summit.|Prices rose at a steep rate.	slanting so sharply that climbing it takes effort – 倾斜得厉害，要上去很费力	陡的：坡面立起来，不是缓缓抬升|急剧的：把陡坡的形状用在曲线上，涨落都快|过高的：价钱像坡一样立起来，故称高得离谱			
steer	中古英语 steeren ← 古英语 stēoran（掌舵、导航）← 原始日耳曼语 *stiurijaną（掌舵）	to control the direction in which a vehicle or boat moves	掌舵/引导/操控方向	She steered the boat towards the shore.|He steered the talk away from money.	to hold something on the course you want – 把行进的东西按住在你要的方向上	掌舵：手在舵上，本义即此|引导：把方向从船挪到话题或人身上|操控方向：强调不断微调、不让偏离			
stem	中古英语 stem ← 古英语 stemn（茎、干）← 原始日耳曼语 *stamniz（茎、树干）← 原始印欧语 *steh₂-（站立）	the main upright part of a plant that supports leaves and flowers	茎/柄/源于	Cut the stem at an angle before watering.|Most complaints stem from poor service.	the upright part that holds the rest up – 立着的那一段，别的都由它托住	茎：草木立着托住叶与花的那一段|柄：器物上供手握、也起支托作用的那一段|源于：把「由它长出」这层用到因果上			
step	中古英语 steppen ← 古英语 steppan（迈步、行进）← 原始日耳曼语 *stapjaną（迈步）← 原始印欧语 *stebʰ-（支撑、踩踏）	one movement of the foot in walking, or one level in a series	一步/台阶/步骤	He took a step back from the edge.|Follow these steps in order.	one unit of advance from where you now are – 从当下位置往前推进的一个单位	一步：脚抬起落下走过的那一段|台阶：脚一次踏上去的那一级|步骤：把「一步」用到过程上，一次做一段			
stereo	截自 stereophonic／stereoscope，词头 stereo- ← 希腊语 stereos（立体的、实心的）	sound sent through two or more separate channels so that it seems to come from different places	立体声/立体声音响	The album sounds better in stereo.|He bought a second-hand stereo.	sound split across channels so it gains depth – 分成几路送出，听起来就有了纵深	立体声：左右分路播出、能听出方位的声音|立体声音响：播放这种声音的整套设备			
stern	中古英语 stern ← 古英语 styrne（严厉的、峻急的）← 原始日耳曼语 *sturnijaz（愤怒的、震惊的）← 原始印欧语 *ster-（硬、僵）	serious and severe in manner, showing no willingness to bend	严厉的/严格的/不容商量的	The judge gave him a stern warning.|Her stern look silenced the room.	holding a hard line without softening – 板着不松口，不留通融的余地	严厉的：态度硬，声色不缓|严格的：把这份硬落到规矩上，一分不让|不容商量的：硬到连开口余地都不给（同形的「船尾」是另一支词，源自古诺尔斯语「掌舵」，与此无关）			
steward	中古英语 steward ← 古英语 stiġweard，由 stiġ（厅、屋）＋ weard（看守）合成，本义是看管家宅的人	a person who looks after property or serves passengers on a ship or plane	乘务员/管家/管理者	The steward brought blankets to the passengers.|He served as steward of the estate for years.	one put in charge of looking after what belongs to another – 受托看管别人的产业或客人	乘务员：船机上照看乘客的人|管家：看管宅院与家产的人，本义在此|管理者：把「受托看管」抽出来，用于任何托管之事			
stick	中古英语 stikke（枝、棍）← 古英语 sticca（棍、枝）← 原始日耳曼语 *stikkô（棍、杆）← 原始印欧语 *(s)teyg-（刺、扎）；「粘住」义出自同根的 stician（刺入而留住）	a thin piece of wood, or to become fixed to a surface	棍/枝条/粘住	He picked up a stick to draw in the sand.|The stamp would not stick to the envelope.	a thin shaft, or the state of being lodged fast – 细长的一根，或扎住不动的状态	棍：削下或折下的细长一根|枝条：树上还没折下来的那种细长部分|粘住：从「扎进去就留在那儿」推来，指贴住不掉			
sticky	由 stick ＋ -y 构成；stick 一支 ← 古英语 sticca（棍）与 stician（刺入而留住）← 原始印欧语 *(s)teyg-（刺、扎）	tending to hold onto whatever it touches	黏的/难对付的	The table was sticky with spilt juice.|We are in a sticky situation.	holding fast to whatever touches it – 碰上什么就抓住不放	黏的：触到就粘上，不易分开|难对付的：局面像黏上手一样脱不开身			
stiff	中古英语 stif ← 古英语 stīf ← 原始日耳曼语 *stīfaz ← 原始印欧语 *steypós（硬、挺）；按常规演变本该读 /staɪf/，今读 /stɪf/ 或出自 stiffly 一类复合词中的元音缩短	hard to bend or move out of shape	僵直的/不易弯折的/生硬的	The new boots felt stiff at first.|His neck was stiff after the long drive.	resisting any attempt to bend it – 想让它弯，它不肯	僵直的：关节或身体不肯屈|不易弯折的：材料本身抗弯|生硬的：把这份不肯通融用到举止与措辞上			
stimulate	借自拉丁语 stimulatus，是 stimulō（驱赶、用刺棒催）的完成被动分词 ← stimulus（刺棒）	to make something more active or make someone more interested	刺激/激发/促进	Coffee stimulates the nervous system.|The prize stimulated fresh interest in the field.	a prod from outside that rouses something into action – 从外面戳一下，使对方活跃起来	刺激：外来的一戳，使反应起来|激发：把原本不显的兴致或潜力戳出来|促进：这一戳落在进程上，使推进得更快			
sting	中古英语 sting ← 古英语 sting（刺、扎出的伤）← 原始日耳曼语 *stingaz；动词一支 ← 古英语 stingan（刺）← 原始日耳曼语 *stinganą	a sharp pain caused by a pointed part of an insect or plant piercing the skin	刺/刺痛/蜇	A bee sting swelled up within minutes.|The cold wind stung his cheeks.	a pointed jab that leaves a burning pain – 尖端扎一下，留下火辣的痛	刺：昆虫或植物身上那根尖端|刺痛：被扎后那种又尖又辣的痛感|蜇：把这一扎当动作说，多用于虫			
stir	中古英语 stiren ← 古英语 styrian（动、搅、扰）← 原始日耳曼语 *sturiz（骚动、喧扰）	to move a liquid around with a spoon so its parts mix	搅拌/搅匀/激起	Stir the soup before you taste it.|His speech stirred the whole crowd.	to set the parts of something moving so they mix – 让里面各部分动起来，混到一处	搅拌：用器具带着液体绕圈|搅匀：搅到各部分再分不出来|激起：把「使动起来」用到人心与情绪上			
stitch	中古英语 stiche ← 古英语 stiċe（刺、扎，及扎出的痛）← 原始日耳曼语 *stikiz（刺、缝迹）← 原始印欧语 *(s)teyg-（刺、扎）	one pass of a threaded needle through cloth	缝线/一针/缝合	The wound needed six stitches.|She sewed the hem with tiny stitches.	one pass of the needle in and out again – 针进去再出来的这一趟	缝线：留在布上的那一道线迹|一针：针进出一次算一针，用作计量|缝合：把这些针连起来，把裂口合到一起			
stock	中古英语 stok ← 古英语 stocc（树干、木桩）← 原始日耳曼语 *stukkaz（树干）；「存货」义或出自刻记账目的对分木签（tally stick）之用法	the goods a shop keeps on hand for sale	存货/股票/家畜	The shop is out of stock until Monday.|He owns stock in three companies.	the standing supply a business rests on – 一桩生意赖以立住的那批存底	存货：待售的那批货，如同支起铺面的那根干|股票：把公司的本钱分成份，持有一份就占一份|家畜：农家的活存底，同样是赖以立住的本			
