nowadays	Nowadays, + 主句 —— 句首加逗号，拿从前作比说眼下，是它最常见的位置|people nowadays do sth —— 只与一般现在时连用，说的是眼下这段的常态，配过去时就不通|主句 + nowadays —— 也可放在句末，句中位置少见|these days —— 口语里多用这一说，nowadays 更常出现在书面与考题里
forever	last/stay forever —— 永远持续下去，接在动词后表时间不划终点|be forever + doing sth —— 老是在做，与进行时连用表抱怨，与 always 同一用法|forever and ever —— 永永远远，口语与童话里的加强说法|take forever to do sth —— 花了老半天，夸张说法，实际只是很久
always	be always + doing sth —— 老是在做，与进行时连用表抱怨或不耐，不是单说频率|always + do sth —— 总是，位置在实义动词之前、be 与助动词之后|as always —— 像往常一样，作插入语，多用逗号隔开|not always —— 并不总是，部分否定，不等于从不
ever	Have you ever + done sth —— 有没有过这么一次，疑问句与完成时连用是它最常见的位置|hardly/never/seldom + ever —— 与否定词连用加强，hardly ever 是几乎从不|busier/better than ever —— 比以往任何时候都更，跟在比较级后把参照拉到整段时间|the best/worst + n + ever —— 有史以来最，跟在最高级后把范围推到极处
apart	apart from sth —— 除…之外，双向：既能撇开不算，也能表除此还有；美式说法是 aside from|tell A and B apart —— 分辨两者，固定搭配，此处不能换成 aside|fall apart / take sth apart —— 散掉、拆开，此处是分成各片|ten metres apart / two years apart —— 相隔，接在量度之后说距离或时差
aside	set/put sth aside —— 把某物放到一边，也指专门留出时间或钱|aside from sth —— 等于 apart from，除…之外，美式里更常用|step aside / move aside —— 让开，引申为让出位置|say sth as an aside —— 作名词，压低声音说的一句，戏里的旁白
abroad	go/travel/live abroad —— 出国、在国外，前面不加介词，不说 go to abroad|from abroad —— 来自国外，是能与它连用的基本介词|study/work abroad —— 留学、在国外工作，固定说法|spread abroad —— 广为流传，书面旧义，此处不指国外
ahead	ahead of sth/sb —— 在…前面，位置或时间上先于它|ahead of schedule / ahead of time —— 提前，两者都是固定搭配|go ahead —— 动手吧、往前推进，也用来许可对方开始|look ahead / plan ahead —— 往前看、提前打算，把眼光放到后面的时间上
away	get away with sth —— 做了坏事没被追究，away 在此表脱身|two miles away / a week away —— 相隔多远、还差多久，接在量度之后|right away / straight away —— 立刻，两者等值，前者美式后者英式|give/throw/put sth away —— 送掉、扔掉、收起来，都是让它脱手离开自己
forward	look forward to doing sth —— 盼着做某事，to 是介词，后面必接动名词，不能接动词原形|put forward sth —— 提出建议或方案，把它推到众人面前|forward sth to sb —— 转发给某人，此处作动词|come forward —— 主动站出来提供消息或认领
later	two days later / three years later —— 过了多久，接在量度之后，多配过去时|later on —— 后来、以后，口语里比单用 later 松一些|sooner or later —— 迟早，固定搭配|the latter —— 拼写相近而义不同，指两者中的后一个；later 只说时间在后
further	further information / further details —— 更多的、额外的，接名词表在已有之外再加|walk farther / walk further —— 讲实际距离两词都行而 farther 更稳；抽象的进一步只能用 further|discuss sth further / look into sth further —— 进一步，放在动词或宾语之后表再深一层|further sth —— 作动词表促进，如 further one's career|until further notice —— 到另行通知为止，公文里的固定说法
nowhere	nowhere near + adj/n —— 远远不、差得远，如 nowhere near ready|Nowhere is this clearer than in sth —— 句首倒装，主语与助动词要颠倒，学术写作里常见|get nowhere / lead nowhere —— 毫无进展、没有结果|sth is nowhere to be found —— 哪儿都找不到，后接不定式被动
minus	five minus two —— 减去，介词义，用在两个数之间|minus five degrees / minus ten —— 零下、负的，说温度与负值|minus sign —— 负号、减号，此处作定语指符号本身|the pluses and minuses of sth —— 好处与不利之处，作名词时多用复数，与 plus 成对
lest	lest sb should do sth —— 免得某人做某事，从句用 should 加动词原形，是虚拟语气的完整形|lest sb do sth —— should 省掉后动词仍留原形，第三人称也不加 s，如 lest he forget|lest anyone think that + 从句 —— 唯恐有人这么想，写作里用来预先挡下误解|for fear that + 从句 —— 日常里用这一说，lest 只出现在正式书面语
downtown	go/drive downtown —— 去市中心，作副词时前面不加介词，不说 go to downtown|downtown Chicago / a downtown office —— 作定语，直接修饰城市名或地点|city centre / in town —— 英式多用这两说，downtown 是美式说法
